274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,270,274,274,274,274,274,274,271,274,274,274,274,252,274,274,274,274,274,274,274,271,274,274,274,274,274,274,274,274,271,274,274,252,274,274,274,274,274,271,274,274,274,274,252,274,274,274,252,274,274,274,274,274,271,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,270,274,274,274,274,274,274,274,274,274,274,270,270,270,270,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,270,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,270,274,274,274,274,274,274,274,274,270,274,274,274,274,274,274
274,274,274,274,274,252,274,274,274,274,274,274,270,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,166,166,166,166,166,166,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,271,274,274,274,270,274
274,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,410,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,411,412,274,274,274,274,274,274,271,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,270,270,274,274,274,274,274,274,274,271,274,274,274,432,396,397,398,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,434,274,274,274,274,252,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,432,418,419,420,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,434,274,274,274,274,274,274,274,274,274,274,274,274,274,274,252,274,270,166,166,274
274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,274,432,440,441,442,489,489,489,489,489,489,489,489,489,489,489,489,489,396,397,398,434,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,432,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,418,419,420,434,166,166,273,166,166,166,166,166,166,166,166,166,166,166,166,166,166,273,166,166
166,166,166,166,166,166,166,166,166,166,166,166,270,166,271,166,166,166,166,432,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,489,440,441,442,434,166,271,166,166,252,166,166,166,166,166,166,166,271,166,166,166,166,166,271,166
166,166,166,166,166,166,271,166,166,166,166,166,166,166,166,273,166,166,166,432,489,489,489,489,489,489,489,489,489,487,487,487,487,487,487,487,487,487,487,434,166,166,166,166,166,166,170,188,188,171,166,166,166,166,166,166,166,166,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,432,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,487,434,166,166,166,271,166,166,167,244,245,187,188,188,188,188,188,188,188,171,166,166
166,166,166,166,166,166,166,166,166,166,166,166,166,170,188,188,188,188,188,413,414,414,414,414,414,414,414,414,261,262,263,414,414,414,414,414,414,414,328,415,166,166,166,166,166,166,167,244,245,245,245,245,245,245,245,245,245,165,166,166
166,166,166,273,166,166,166,270,166,166,166,252,166,167,244,245,245,245,245,435,436,436,436,436,436,436,436,436,283,284,285,436,436,436,436,436,436,436,350,437,188,188,188,188,188,188,189,244,245,267,267,267,244,245,267,267,267,165,166,166
166,166,271,166,166,166,166,166,166,166,166,166,166,167,244,245,267,267,267,457,458,458,458,458,458,458,458,458,305,306,307,458,458,458,458,458,458,458,458,459,244,244,245,244,245,245,245,245,245,244,245,244,244,244,245,266,267,165,166,166
166,166,166,166,166,166,252,166,166,170,188,188,188,189,244,244,245,266,267,245,245,244,245,245,245,245,244,244,176,177,178,244,244,244,245,244,245,244,244,244,266,244,245,244,245,244,244,244,244,244,245,266,244,244,245,266,267,165,166,270
